evaluation_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,observed_models
pathobench.hancook.lymphovascular-invasion-l,pathobench,hancook,lymphovascular_invasion_L,tme_characterization,lymphovascular_invasion_L,case,classification,697,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/hancook/lymphovascular_invasion_L/config.yaml,parsed_primary_source,0
pathobench.hancook.os-treatment-rdc,pathobench,hancook,OS_treatment_rdc,survival_prediction,OS_treatment_rdc,case,survival,203,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/hancook/OS_treatment_rdc/config.yaml,parsed_primary_source,0
pathobench.hancook.perineural-invasion-pn,pathobench,hancook,perineural_invasion_Pn,tme_characterization,perineural_invasion_Pn,case,classification,697,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/hancook/perineural_invasion_Pn/config.yaml,parsed_primary_source,0
pathobench.hancook.primarily-metastasis,pathobench,hancook,primarily_metastasis,tme_characterization,primarily_metastasis,case,classification,676,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/hancook/primarily_metastasis/config.yaml,parsed_primary_source,0
pathobench.hancook.primary-tumor-site,pathobench,hancook,primary_tumor_site,morphological_subtyping,primary_tumor_site,case,classification,696,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/hancook/primary_tumor_site/config.yaml,parsed_primary_source,0
pathobench.hancook.vascular-invasion-v,pathobench,hancook,vascular_invasion_V,tme_characterization,vascular_invasion_V,case,classification,697,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/hancook/vascular_invasion_V/config.yaml,parsed_primary_source,0
pathobench.herroi.response,pathobench,herroi,response,treatment_response,response,slide,classification,85,slide_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/herroi/response/config.yaml,parsed_primary_source,0
pathobench.imp.grade,pathobench,imp,grade,tumor_grading,grade,slide,classification,5333,slide_level_classification,weighted_kappa,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/imp/grade/config.yaml,parsed_primary_source,0
pathobench.mbc_.os,pathobench,mbc_,OS,survival_prediction,OS,case,survival,75,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/mbc_/OS/config.yaml,parsed_primary_source,0
pathobench.mbc_.recist,pathobench,mbc_,Recist,treatment_response,Recist,case,classification,76,case_level_classification,weighted_kappa,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/mbc_/Recist/config.yaml,parsed_primary_source,0
pathobench.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,1291,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/mut-het-rcc/BAP1_mutation/config.yaml,parsed_primary_source,0
pathobench.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,1291,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/mut-het-rcc/PBRM1_mutation/config.yaml,parsed_primary_source,0
pathobench.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,SETD2_mutation,mutation_prediction,SETD2_mutation,case,classification,1291,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/mut-het-rcc/SETD2_mutation/config.yaml,parsed_primary_source,0
pathobench.nadt.response,pathobench,nadt,response,treatment_response,response,case,classification,36,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/nadt/response/config.yaml,parsed_primary_source,0
pathobench.natbrca.lymphovascular-invasion,pathobench,natbrca,lymphovascular_invasion,tme_characterization,lymphovascular_invasion,slide,classification,53,slide_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/natbrca/lymphovascular_invasion/config.yaml,parsed_primary_source,0
pathobench.ovarian.response,pathobench,ovarian,response,treatment_response,response,case,classification,36,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/ovarian/response/config.yaml,parsed_primary_source,0
pathobench.panda.isup-grade,pathobench,panda,isup_grade,tumor_grading,PANDA ISUP grade,slide,classification,9555,slide_level_classification,weighted_kappa,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/panda/isup_grade/config.yaml,parsed_primary_source,0
pathobench.sr386_.braf-mutant-binary,pathobench,sr386_,braf_mutant_binary,mutation_prediction,braf_mutant_binary,case,classification,388,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/sr386_/braf_mutant_binary/config.yaml,parsed_primary_source,0
pathobench.sr386_.died-within-5-years,pathobench,sr386_,died_within_5_years,survival_prediction,died_within_5_years,case,classification,387,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/sr386_/died_within_5_years/config.yaml,parsed_primary_source,0
pathobench.sr386_.mmr-loss-binary,pathobench,sr386_,mmr_loss_binary,molecular_subtyping,mmr_loss_binary,case,classification,389,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/sr386_/mmr_loss_binary/config.yaml,parsed_primary_source,0
pathobench.sr386_.os,pathobench,sr386_,OS,survival_prediction,OS,case,survival,144,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/sr386_/OS/config.yaml,parsed_primary_source,0
pathobench.sr386_.ras-mutant-binary,pathobench,sr386_,ras_mutant_binary,mutation_prediction,ras_mutant_binary,case,classification,389,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/sr386_/ras_mutant_binary/config.yaml,parsed_primary_source,0
pathobench.threads2025.bcnb.er,pathobench,bcnb,er,molecular_subtyping,er,case,classification,1058,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,8
pathobench.threads2025.bcnb.her2,pathobench,bcnb,her2,molecular_subtyping,her2,case,classification,1058,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,8
pathobench.threads2025.bcnb.pr,pathobench,bcnb,pr,molecular_subtyping,pr,case,classification,1058,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,8
pathobench.threads2025.boehmk_.pfs,pathobench,boehmk_,PFS,survival_prediction,PFS,case,survival,183,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T37,parsed_primary_source,8
pathobench.threads2025.bracs.slidelevel-coarse,pathobench,bracs,slidelevel_coarse,morphological_subtyping,slidelevel_coarse,slide,classification,547,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T23,parsed_primary_source,8
pathobench.threads2025.bracs.slidelevel-fine,pathobench,bracs,slidelevel_fine,morphological_subtyping,slidelevel_fine,slide,classification,547,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T23,parsed_primary_source,8
pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,cptac_brca,PIK3CA_mutation,mutation_prediction,PIK3CA_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T15,parsed_primary_source,8
pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,cptac_brca,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T15,parsed_primary_source,8
pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,cptac_ccrcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T16,parsed_primary_source,8
pathobench.threads2025.cptac_ccrcc.os,pathobench,cptac_ccrcc,OS,survival_prediction,OS,case,survival,94,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T33,parsed_primary_source,8
pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,cptac_ccrcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T16,parsed_primary_source,8
pathobench.threads2025.cptac_coad.kras-mutation,pathobench,cptac_coad,KRAS_mutation,mutation_prediction,KRAS_mutation,case,classification,94,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T17,parsed_primary_source,8
pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,cptac_coad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,94,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T17,parsed_primary_source,8
pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,cptac_gbm,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,99,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T18,parsed_primary_source,8
pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,99,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T18,parsed_primary_source,8
pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,CASP8_mutation,mutation_prediction,CASP8_mutation,case,classification,107,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T19,parsed_primary_source,8
pathobench.threads2025.cptac_hnsc.os,pathobench,cptac_hnsc,OS,survival_prediction,OS,case,survival,102,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T34,parsed_primary_source,8
pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,ARID1A_mutation,mutation_prediction,ARID1A_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T20,parsed_primary_source,8
pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,KEAP1_mutation,mutation_prediction,KEAP1_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T20,parsed_primary_source,8
pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,cptac_luad,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,8
pathobench.threads2025.cptac_luad.os,pathobench,cptac_luad,OS,survival_prediction,OS,case,survival,105,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T32,parsed_primary_source,8
pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,cptac_luad,STK11_mutation,mutation_prediction,STK11_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,8
pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,cptac_luad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,8
pathobench.threads2025.cptac_pda.os,pathobench,cptac_pda,OS,survival_prediction,OS,case,survival,97,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T31,parsed_primary_source,8
pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,cptac_pda,SMAD4_mutation,mutation_prediction,SMAD4_mutation,case,classification,105,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T22,parsed_primary_source,8
pathobench.threads2025.ebrains.diagnosis,pathobench,ebrains,diagnosis,morphological_subtyping,diagnosis,slide,classification,2319,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T24,parsed_primary_source,8
pathobench.threads2025.ebrains.diagnosis-group,pathobench,ebrains,diagnosis_group,morphological_subtyping,diagnosis_group,slide,classification,2319,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T24,parsed_primary_source,8
pathobench.threads2025.imp.grade,pathobench,imp,grade,tumor_grading,grade,slide,classification,5333,threads2025_balanced_linear_probe,weighted_kappa,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T13,parsed_primary_source,8
pathobench.threads2025.mbc_.os,pathobench,mbc_,OS,survival_prediction,OS,case,survival,75,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T36,parsed_primary_source,8
pathobench.threads2025.mbc_.recist,pathobench,mbc_,Recist,treatment_response,Recist,case,classification,76,threads2025_balanced_linear_probe,weighted_kappa,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T30,parsed_primary_source,8
pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,1291,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,8
pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,1291,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,8
pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,SETD2_mutation,mutation_prediction,SETD2_mutation,case,classification,1291,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,8
pathobench.threads2025.nadt.response,pathobench,nadt,response,treatment_response,response,case,classification,36,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T26,parsed_primary_source,8
pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,natbrca,lymphovascular_invasion,tme_characterization,lymphovascular_invasion,slide,classification,53,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T28,parsed_primary_source,8
pathobench.threads2025.ovarian.response,pathobench,ovarian,response,treatment_response,response,case,classification,36,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T25,parsed_primary_source,8
pathobench.threads2025.panda.isup-grade,pathobench,panda,isup_grade,tumor_grading,PANDA ISUP grade,slide,classification,9555,threads2025_balanced_linear_probe,weighted_kappa,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T14,parsed_primary_source,8
pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,sr386_,braf_mutant_binary,mutation_prediction,braf_mutant_binary,case,classification,388,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathobench.threads2025.sr386_.died-within-5-years,pathobench,sr386_,died_within_5_years,survival_prediction,died_within_5_years,case,classification,387,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,sr386_,mmr_loss_binary,molecular_subtyping,mmr_loss_binary,case,classification,389,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathobench.threads2025.sr386_.os,pathobench,sr386_,OS,survival_prediction,OS,case,survival,144,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T35,parsed_primary_source,8
pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,sr386_,ras_mutant_binary,mutation_prediction,ras_mutant_binary,case,classification,389,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathobench.ucla_lung.progression-regression,pathobench,ucla_lung,progression_regression,treatment_response,progression_regression,case,classification,112,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/ucla_lung/progression_regression/config.yaml,parsed_primary_source,0
pathobench.visiomel.relapse-noprev-melanoma,pathobench,visiomel,relapse_noprev_melanoma,survival_prediction,relapse_noprev_melanoma,case,classification,584,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/visiomel/relapse_noprev_melanoma/config.yaml,parsed_primary_source,0
pathobench.visiomel.relapse-overall,pathobench,visiomel,relapse_overall,survival_prediction,relapse_overall,case,classification,1341,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/visiomel/relapse_overall/config.yaml,parsed_primary_source,0
